# converted from https://das.sdss.org/www/html/imaging/dr-byRun-99.html
#
# images are linked from
#    https://das.sdss.org/www/cgi-bin/wholeseg?RUN={run}&RERUN={rerun}&CAMCOL={cam}&DR=99
#
# direct images are:
#    http://das.sdss.org/raw/{run}/{rerun}/corr/{cam}/fpC-{run:5i}-{band}{cam}-{field:4i}.fit.gz
#
stripe,strip,run,rerun,MJD,node,inclination,cam1,cam2,cam3,cam4,cam5,cam6
24,N,4540,40,53104,95,35,1,2,3,4,5,6
24,N,4549,40,53108,95,35,1,2,3,4,5,6
24,N,4550,40,53108,95,35,1,2,3,4,5,6
24,N,4552,40,53108,95,35,1,2,3,4,5,6
24,N,4555,40,53109,95,35,1,2,3,4,5,6
24,N,4569,40,53110,95,35,1,2,3,4,5,6
24,N,4570,40,53110,95,35,1,2,3,4,5,6
24,N,4571,40,53110,95,35,1,2,3,4,5,6
24,S,4576,40,53111,95,35,1,2,3,4,5,6
23,N,4588,40,53117,95,32.5,1,2,3,4,5,6
23,N,4599,40,53120,95,32.5,1,2,3,4,5,6
24,S,4600,40,53120,95,35,1,2,3,4,5,6
23,S,4623,40,53137,95,32.5,1,2,3,4,5,6
23,S,4628,40,53138,95,32.5,1,2,3,4,5,6
100,O,4629,40,53138,64.9954,-90.0028,1,2,3,4,5,6
23,N,4632,40,53139,95,32.5,1,2,3,4,5,6
23,S,4633,40,53139,95,32.5,1,2,3,4,5,6
22,N,4646,40,53147,95,30,1,2,3,4,5,6
22,S,4649,40,53148,95,30,1,2,3,4,5,6
21,N,4663,40,53166,95,27.5,1,2,3,4,5,6
21,N,4670,40,53168,95,27.5,1,2,3,4,5,6
23,N,4671,40,53168,95,32.5,1,2,3,4,5,6
21,S,4674,40,53169,95,27.5,1,2,3,4,5,6
20,N,4678,40,53170,95,25,1,2,3,4,5,6
38,N,4679,40,53170,95,70,1,2,3,4,5,6
39,S,4682,40,53171,95,72.5,1,2,3,4,5,6
39,S,4682,41,53171,95,72.5,1,2,3,4,5,6
82,N,4797,40,53243,95,0,1,2,3,4,5,6
1260,N,4800,40,53243,196.0954,276.2872,1,2,3,4,5,6
1260,N,4800,648,53243,196.0954,276.2872,1,2,3,4,5,6
291,N,4822,40,53260,325.1,50.81,1,2,3,4,5,6
1100,N,4828,40,53263,136.8133,31.7023,1,2,3,4,5,6
1100,N,4828,648,53263,136.8133,31.7023,1,2,3,4,5,6
1260,S,4829,40,53263,196.0954,276.2872,1,2,3,4,5,6
1260,S,4829,648,53263,196.0954,276.2872,1,2,3,4,5,6
1100,S,4832,40,53264,136.8133,31.7023,1,2,3,4,5,6
1100,S,4832,648,53264,136.8133,31.7023,1,2,3,4,5,6
72,S,4836,40,53265,95,-25,1,2,3,4,5,6
72,S,4836,648,53265,95,-25,1,2,3,4,5,6
72,S,4843,40,53269,95,-25,1,2,3,4,5,6
72,N,4844,40,53269,95,-25,1,2,3,4,5,6
82,N,4849,40,53270,95,0,1,2,3,4,5,6
72,N,4851,40,53271,95,-25,1,2,3,4,5,6
82,N,4858,40,53272,95,0,1,2,3,4,5,6
82,N,4868,40,53286,95,0,1,2,3,4,5,6
82,N,4874,40,53288,95,0,1,2,3,4,5,6
72,N,4879,40,53291,95,-25,1,2,3,4,5,6
72,N,4879,648,53291,95,-25,1,2,3,4,5,6
72,N,4880,40,53291,95,-25,1,2,3,4,5,6
1300,S,4887,40,53293,205.9764,293.8904,1,2,3,4,5,6
1300,S,4887,648,53293,205.9764,293.8904,1,2,3,4,5,6
82,N,4894,40,53294,95,0,1,2,3,4,5,6
82,N,4895,40,53294,95,0,1,2,3,4,5,6
82,N,4899,40,53296,95,0,1,2,3,4,5,6
1300,N,4900,40,53296,205.9764,293.8904,1,2,3,4,5,6
82,N,4905,40,53298,95,0,1,2,3,4,5,6
82,N,4917,40,53302,95,0,1,2,3,4,5,6
82,N,4927,40,53312,95,0,1,2,3,4,5,6
82,S,4930,40,53313,95,0,1,2,3,4,5,6
82,N,4933,40,53314,95,0,1,2,3,4,5,6
82,N,4948,40,53319,95,0,1,2,3,4,5,6
23,S,5037,40,53350,95,32.5,1,2,3,4,5,6
23,S,5038,40,53350,95,32.5,1,2,3,4,5,6
82,S,5042,40,53351,95,0,1,2,3,4,5,6
1300,N,5044,40,53351,205.9764,293.8904,1,2,3,4,5,6
1300,N,5044,648,53351,205.9764,293.8904,1,2,3,4,5,6
23,N,5045,40,53351,95,32.5,1,2,3,4,5,6
82,S,5052,40,53352,95,0,1,2,3,4,5,6
1300,N,5060,40,53352,205.9764,293.8904,1,2,3,4,5,6
1300,N,5060,648,53352,205.9764,293.8904,1,2,3,4,5,6
22,S,5061,40,53352,95,30,1,2,3,4,5,6
90,S,5064,40,53353,95,20,1,2,3,4,5,6
79,S,5065,40,53353,95,-7.5,1,2,3,4,5,6
1356,S,5066,40,53353,225.9985,316.8564,1,2,3,4,5,6
90,S,5069,40,53354,95,20,1,2,3,4,5,6
90,S,5070,40,53354,95,20,1,2,3,4,5,6
22,N,5071,40,53354,95,30,1,2,3,4,5,6
22,N,5072,40,53354,95,30,1,2,3,4,5,6
23,S,5079,40,53359,95,32.5,1,2,3,4,5,6
21,S,5080,41,53359,95,27.5,1,2,3,4,5,6
21,S,5087,40,53360,95,27.5,1,2,3,4,5,6
21,N,5112,40,53387,95,27.5,1,2,3,4,5,6
21,N,5115,40,53388,95,27.5,1,2,3,4,5,6
20,N,5116,40,53388,95,25,1,2,3,4,5,6
20,N,5125,41,53389,95,25,1,2,3,4,5,6
20,S,5137,40,53405,95,25,1,2,3,4,5,6
20,N,5138,40,53405,95,25,1,2,3,4,5,6
20,N,5140,40,53405,95,25,1,2,3,4,5,6
100,O,5181,40,53439,83.8172,-90.0016,1,2,3,4,5,6
19,N,5182,40,53439,95,22.5,1,2,3,4,5,6
19,N,5183,40,53439,95,22.5,1,2,3,4,5,6
19,S,5194,40,53441,95,22.5,1,2,3,4,5,6
20,S,5224,40,53462,95,25,1,2,3,4,5,6
18,N,5225,41,53462,95,20,1,2,3,4,5,6
20,S,5237,41,53469,95,25,1,2,3,4,5,6
18,N,5308,40,53499,95,20,1,2,3,4,5,6
18,N,5312,40,53500,95,20,1,2,3,4,5,6
18,N,5313,40,53500,95,20,1,2,3,4,5,6
18,S,5314,40,53500,95,20,1,2,3,4,5,6
18,S,5317,40,53501,95,20,1,2,3,4,5,6
17,N,5318,40,53501,95,17.5,1,2,3,4,5,6
17,N,5322,40,53502,95,17.5,1,2,3,4,5,6
20,S,5323,40,53502,95,25,1,2,3,4,5,6
17,S,5326,40,53503,95,17.5,1,2,3,4,5,6
39,N,5327,40,53503,95,72.5,1,2,3,4,5,6
19,N,5330,40,53504,95,22.5,1,2,3,4,5,6
17,S,5360,40,53522,95,17.5,1,2,3,4,5,6
39,N,5362,40,53522,95,72.5,1,2,3,4,5,6
17,N,5374,40,53525,95,17.5,1,2,3,4,5,6
39,N,5375,40,53525,95,72.5,1,2,3,4,5,6
17,N,5376,40,53525,95,17.5,1,2,3,4,5,6
1020,S,5377,40,53525,60.0036,34.9501,1,2,3,4,5,6
1062,S,5378,40,53525,98.6288,27.1917,1,2,3,4,5,6
1062,S,5378,648,53525,98.6288,27.1917,1,2,3,4,5,6
17,N,5381,40,53526,95,17.5,1,2,3,4,5,6
17,S,5382,40,53526,95,17.5,1,2,3,4,5,6
1020,S,5384,40,53526,60.0036,34.9501,1,2,3,4,5,6
1020,S,5384,648,53526,60.0036,34.9501,1,2,3,4,5,6
36,S,5385,40,53526,95,65,1,2,3,4,5,6
37,N,5387,40,53526,95,67.5,1,2,3,4,5,6
17,N,5390,40,53527,95,17.5,1,2,3,4,5,6
290,N,5391,40,53527,259.9,43.2,1,2,3,4,5,6
290,N,5392,40,53527,259.9,43.2,1,2,3,4,5,6
18,S,5395,40,53528,95,20,1,2,3,4,5,6
1020,N,5396,40,53528,60.0036,34.9501,1,2,3,4,5,6
1020,N,5396,648,53528,60.0036,34.9501,1,2,3,4,5,6
290,N,5398,40,53528,259.9,43.2,1,2,3,4,5,6
36,S,5401,40,53529,95,65,1,2,3,4,5,6
12,N,5402,40,53529,95,5,1,2,3,4,5,6
1140,S,5403,40,53529,161.7436,44.7538,1,2,3,4,5,6
1140,S,5403,648,53529,161.7436,44.7538,1,2,3,4,5,6
34,N,5408,40,53530,95,60,1,2,3,4,5,6
1062,N,5409,40,53530,98.6288,27.1917,1,2,3,4,5,6
1062,N,5409,648,53530,98.6288,27.1917,1,2,3,4,5,6
1062,N,5415,40,53532,98.6288,27.1917,1,2,3,4,5,6
1062,N,5415,648,53532,98.6288,27.1917,1,2,3,4,5,6
1140,N,5416,40,53532,161.7436,44.7538,1,2,3,4,5,6
1140,N,5416,648,53532,161.7436,44.7538,1,2,3,4,5,6
1062,S,5421,40,53535,98.6288,27.1917,1,2,3,4,5,6
1062,S,5421,648,53535,98.6288,27.1917,1,2,3,4,5,6
82,N,5566,40,53616,95,0,1,2,3,4,5,6
82,S,5582,40,53622,95,0,1,2,3,4,5,6
82,N,5590,40,53623,95,0,1,2,3,4,5,6
82,S,5597,40,53625,95,0,1,2,3,4,5,6
79,S,5598,40,53625,95,-7.5,1,2,3,4,5,6
82,N,5603,40,53626,95,0,1,2,3,4,5,6
82,S,5607,40,53627,95,0,1,2,3,4,5,6
82,S,5607,41,53627,95,0,1,2,3,4,5,6
82,N,5610,41,53628,95,0,1,2,3,4,5,6
82,S,5619,40,53634,95,0,1,2,3,4,5,6
82,N,5622,40,53635,95,0,1,2,3,4,5,6
82,S,5628,40,53636,95,0,1,2,3,4,5,6
82,N,5633,40,53637,95,0,1,2,3,4,5,6
79,N,5636,40,53638,95,-7.5,1,2,3,4,5,6
82,S,5637,40,53638,95,0,1,2,3,4,5,6
79,N,5640,40,53639,95,-7.5,1,2,3,4,5,6
79,N,5640,648,53639,95,-7.5,1,2,3,4,5,6
79,N,5641,40,53639,95,-7.5,1,2,3,4,5,6
82,N,5642,40,53639,95,0,1,2,3,4,5,6
82,S,5646,40,53640,95,0,1,2,3,4,5,6
82,N,5654,40,53641,95,0,1,2,3,4,5,6
79,S,5655,40,53641,95,-7.5,1,2,3,4,5,6
79,S,5655,648,53641,95,-7.5,1,2,3,4,5,6
79,S,5656,40,53641,95,-7.5,1,2,3,4,5,6
206,O,5657,40,53641,212.4817,-90.0012,1,2,3,4,5,6
82,N,5658,40,53641,95,0,1,2,3,4,5,6
82,S,5665,40,53643,95,0,1,2,3,4,5,6
82,S,5666,41,53643,95,0,1,2,3,4,5,6
82,N,5670,40,53644,95,0,1,2,3,4,5,6
82,S,5675,40,53645,95,0,1,2,3,4,5,6
82,S,5681,40,53646,95,0,1,2,3,4,5,6
82,S,5698,40,53648,95,0,1,2,3,4,5,6
82,N,5702,40,53649,95,0,1,2,3,4,5,6
82,N,5709,40,53654,95,0,1,2,3,4,5,6
79,N,5711,40,53654,95,-7.5,1,2,3,4,5,6
82,S,5713,40,53655,95,0,1,2,3,4,5,6
79,N,5714,40,53655,95,-7.5,1,2,3,4,5,6
82,N,5719,40,53656,95,0,1,2,3,4,5,6
82,S,5729,40,53657,95,0,1,2,3,4,5,6
82,S,5730,40,53657,95,0,1,2,3,4,5,6
82,N,5731,40,53657,95,0,1,2,3,4,5,6
82,S,5732,40,53657,95,0,1,2,3,4,5,6
82,N,5743,40,53663,95,0,1,2,3,4,5,6
82,N,5744,40,53663,95,0,1,2,3,4,5,6
82,S,5745,40,53663,95,0,1,2,3,4,5,6
82,S,5754,40,53664,95,0,1,2,3,4,5,6
82,N,5759,40,53665,95,0,1,2,3,4,5,6
82,S,5760,40,53665,95,0,1,2,3,4,5,6
82,S,5763,40,53666,95,0,1,2,3,4,5,6
82,N,5765,40,53666,95,0,1,2,3,4,5,6
82,N,5770,40,53668,95,0,1,2,3,4,5,6
82,S,5771,40,53668,95,0,1,2,3,4,5,6
82,S,5776,40,53669,95,0,1,2,3,4,5,6
82,N,5777,40,53669,95,0,1,2,3,4,5,6
82,N,5781,40,53670,95,0,1,2,3,4,5,6
82,S,5782,40,53670,95,0,1,2,3,4,5,6
82,S,5786,40,53671,95,0,1,2,3,4,5,6
82,N,5792,40,53673,95,0,1,2,3,4,5,6
20,N,5794,40,53673,95,25,1,2,3,4,5,6
82,S,5797,41,53674,95,0,1,2,3,4,5,6
82,N,5800,40,53675,95,0,1,2,3,4,5,6
82,S,5807,40,53676,95,0,1,2,3,4,5,6
82,N,5808,40,53676,95,0,1,2,3,4,5,6
82,N,5813,40,53677,95,0,1,2,3,4,5,6
1260,S,5814,40,53677,196.0954,276.2872,1,2,3,4,5,6
1260,S,5814,648,53677,196.0954,276.2872,1,2,3,4,5,6
19,N,5815,40,53677,95,22.5,1,2,3,4,5,6
1300,S,5817,40,53678,205.9764,293.8904,1,2,3,4,5,6
1300,S,5817,648,53678,205.9764,293.8904,1,2,3,4,5,6
82,S,5820,40,53679,95,0,1,2,3,4,5,6
82,N,5823,40,53680,95,0,1,2,3,4,5,6
17,S,5824,40,53680,95,17.5,1,2,3,4,5,6
82,S,5836,40,53681,95,0,1,2,3,4,5,6
82,N,5842,40,53683,95,0,1,2,3,4,5,6
82,S,5847,40,53684,95,0,1,2,3,4,5,6
18,N,5849,40,53684,95,20,1,2,3,4,5,6
82,S,5853,40,53685,95,0,1,2,3,4,5,6
82,N,5865,40,53686,95,0,1,2,3,4,5,6
82,N,5866,40,53686,95,0,1,2,3,4,5,6
17,N,5867,40,53686,95,17.5,1,2,3,4,5,6
82,S,5870,40,53687,95,0,1,2,3,4,5,6
82,S,5871,40,53687,95,0,1,2,3,4,5,6
82,N,5872,40,53687,95,0,1,2,3,4,5,6
82,N,5878,40,53693,95,0,1,2,3,4,5,6
82,S,5882,40,53694,95,0,1,2,3,4,5,6
82,S,5889,40,53696,95,0,1,2,3,4,5,6
82,S,5895,40,53697,95,0,1,2,3,4,5,6
82,N,5898,40,53698,95,0,1,2,3,4,5,6
82,N,5898,41,53698,95,0,1,2,3,4,5,6
82,N,5902,40,53699,95,0,1,2,3,4,5,6
82,N,5902,41,53699,95,0,1,2,3,4,5,6
82,S,5905,40,53700,95,0,1,2,3,4,5,6
82,N,5909,40,53702,95,0,1,2,3,4,5,6
82,N,5915,40,53703,95,0,1,2,3,4,5,6
82,N,5918,40,53704,95,0,1,2,3,4,5,6
17,S,5921,40,53704,95,17.5,1,2,3,4,5,6
82,S,5924,40,53705,95,0,1,2,3,4,5,6
86,N,5933,41,53710,95,10,1,2,3,4,5,6
1300,N,5934,40,53710,205.9764,293.8904,1,2,3,4,5,6
1300,N,5934,648,53710,205.9764,293.8904,1,2,3,4,5,6
18,S,5935,40,53710,95,20,1,2,3,4,5,6
1260,N,5959,40,53733,196.0954,276.2872,1,2,3,4,5,6
1260,N,5959,648,53733,196.0954,276.2872,1,2,3,4,5,6
1260,N,5960,40,53733,196.0954,276.2872,1,2,3,4,5,6
1260,N,5960,648,53733,196.0954,276.2872,1,2,3,4,5,6
17,S,5972,40,53741,95,17.5,1,2,3,4,5,6
1540,S,5973,40,53741,356.405,298.9362,1,2,3,4,5,6
1540,N,5976,40,53742,356.405,298.9362,1,2,3,4,5,6
1540,S,5982,40,53744,356.405,298.9362,1,2,3,4,5,6
1540,S,5999,40,53764,356.405,298.9362,1,2,3,4,5,6
1356,S,6003,40,53766,225.9985,316.8564,1,2,3,4,5,6
1356,S,6003,648,53766,225.9985,316.8564,1,2,3,4,5,6
17,N,6004,40,53766,95,17.5,1,2,3,4,5,6
1600,S,6005,40,53766,11.5216,272.6091,1,2,3,4,5,6
213,S,6073,40,53819,263.8082,89.9974,1,2,3,4,5,6
1260,S,6074,40,53819,196.0954,276.2872,1,2,3,4,5,6
1260,S,6074,648,53819,196.0954,276.2872,1,2,3,4,5,6
1260,S,6075,40,53819,196.0954,276.2872,1,2,3,4,5,6
1260,S,6075,648,53819,196.0954,276.2872,1,2,3,4,5,6
1260,S,6103,40,53846,196.0954,276.2872,1,2,3,4,5,6
23,S,6104,40,53846,95,32.5,1,2,3,4,5,6
1062,S,6105,40,53846,98.6288,27.1917,1,2,3,4,5,6
1062,S,6105,648,53846,98.6288,27.1917,1,2,3,4,5,6
1260,N,6118,40,53855,196.0954,276.2872,1,2,3,4,5,6
1600,N,6121,40,53856,11.5216,272.6091,1,2,3,4,5,6
1188,S,6122,40,53856,178.7128,64.4976,1,2,3,4,5,6
1188,S,6122,648,53856,178.7128,64.4976,1,2,3,4,5,6
1188,S,6123,40,53856,178.7128,64.4976,1,2,3,4,5,6
1188,S,6123,648,53856,178.7128,64.4976,1,2,3,4,5,6
14,N,6160,40,53879,95,10,1,2,3,4,5,6
37,N,6161,40,53879,95,67.5,1,2,3,4,5,6
1188,N,6162,40,53879,178.7128,64.4976,1,2,3,4,5,6
1188,N,6162,648,53879,178.7128,64.4976,1,2,3,4,5,6
1660,S,6166,40,53880,25.9764,66.1096,1,2,3,4,5,6
1020,S,6168,40,53880,60.0036,34.9501,1,2,3,4,5,6
1188,S,6169,40,53880,178.7128,64.4976,1,2,3,4,5,6
1188,S,6169,648,53880,178.7128,64.4976,1,2,3,4,5,6
1660,N,6174,40,53881,25.9764,66.1096,1,2,3,4,5,6
1660,N,6176,40,53882,25.9764,66.1096,1,2,3,4,5,6
1140,N,6177,40,53882,161.7436,44.7538,1,2,3,4,5,6
1140,N,6177,648,53882,161.7436,44.7538,1,2,3,4,5,6
1188,S,6182,40,53885,178.7128,64.4976,1,2,3,4,5,6
1188,S,6182,648,53885,178.7128,64.4976,1,2,3,4,5,6
290,N,6207,40,53903,259.9,43.2,1,2,3,4,5,6
290,N,6212,40,53904,259.9,43.2,1,2,3,4,5,6
82,N,6281,40,53974,95,0,1,2,3,4,5,6
301,O,6282,41,53974,127.8899,64.229,1,2,3,4,5,6
82,N,6283,40,53974,95,0,1,2,3,4,5,6
82,S,6287,40,53975,95,0,1,2,3,4,5,6
82,N,6293,40,53977,95,0,1,2,3,4,5,6
82,N,6313,40,53989,95,0,1,2,3,4,5,6
82,N,6314,40,53989,95,0,1,2,3,4,5,6
82,S,6330,40,53990,95,0,1,2,3,4,5,6
82,S,6348,40,53993,95,0,1,2,3,4,5,6
82,S,6349,40,53993,95,0,1,2,3,4,5,6
82,S,6353,40,53994,95,0,1,2,3,4,5,6
1188,N,6354,40,53994,178.7128,64.4976,1,2,3,4,5,6
1188,N,6354,648,53994,178.7128,64.4976,1,2,3,4,5,6
82,S,6355,40,53994,95,0,1,2,3,4,5,6
82,N,6360,40,53995,95,0,1,2,3,4,5,6
1188,S,6361,40,53995,178.7128,64.4976,1,2,3,4,5,6
82,N,6362,40,53995,95,0,1,2,3,4,5,6
82,N,6363,40,53995,95,0,1,2,3,4,5,6
1188,S,6366,40,53996,178.7128,64.4976,1,2,3,4,5,6
1188,S,6366,648,53996,178.7128,64.4976,1,2,3,4,5,6
82,S,6367,40,53996,95,0,1,2,3,4,5,6
82,N,6370,40,53997,95,0,1,2,3,4,5,6
1188,S,6371,40,53997,178.7128,64.4976,1,2,3,4,5,6
1188,N,6372,40,53997,178.7128,64.4976,1,2,3,4,5,6
82,N,6373,40,53997,95,0,1,2,3,4,5,6
82,N,6374,40,53997,95,0,1,2,3,4,5,6
82,S,6377,40,53998,95,0,1,2,3,4,5,6
82,N,6383,40,54000,95,0,1,2,3,4,5,6
82,N,6391,40,54003,95,0,1,2,3,4,5,6
82,N,6400,40,54005,95,0,1,2,3,4,5,6
82,S,6401,40,54005,95,0,1,2,3,4,5,6
82,S,6402,40,54005,95,0,1,2,3,4,5,6
82,S,6404,40,54005,95,0,1,2,3,4,5,6
82,S,6408,40,54006,95,0,1,2,3,4,5,6
82,N,6409,40,54006,95,0,1,2,3,4,5,6
82,N,6412,40,54007,95,0,1,2,3,4,5,6
1188,N,6413,40,54007,178.7128,64.4976,1,2,3,4,5,6
82,N,6414,40,54007,95,0,1,2,3,4,5,6
82,S,6417,40,54008,95,0,1,2,3,4,5,6
82,N,6418,40,54008,95,0,1,2,3,4,5,6
82,N,6421,40,54009,95,0,1,2,3,4,5,6
82,S,6422,40,54009,95,0,1,2,3,4,5,6
82,S,6425,40,54010,95,0,1,2,3,4,5,6
293,S,6426,40,54010,344.6701,60.1,1,2,3,4,5,6
82,N,6430,40,54011,95,0,1,2,3,4,5,6
82,S,6433,40,54012,95,0,1,2,3,4,5,6
82,N,6435,40,54012,95,0,1,2,3,4,5,6
82,N,6441,40,54019,95,0,1,2,3,4,5,6
82,N,6444,40,54019,95,0,1,2,3,4,5,6
82,S,6447,40,54020,95,0,1,2,3,4,5,6
82,S,6448,40,54020,95,0,1,2,3,4,5,6
82,N,6450,40,54021,95,0,1,2,3,4,5,6
82,S,6453,40,54022,95,0,1,2,3,4,5,6
82,S,6458,40,54024,95,0,1,2,3,4,5,6
82,N,6461,40,54025,95,0,1,2,3,4,5,6
82,S,6464,40,54026,95,0,1,2,3,4,5,6
82,S,6468,40,54028,95,0,1,2,3,4,5,6
72,N,6469,40,54028,95,-25,1,2,3,4,5,6
72,N,6470,40,54028,95,-25,1,2,3,4,5,6
82,S,6471,40,54028,95,0,1,2,3,4,5,6
82,N,6474,40,54029,95,0,1,2,3,4,5,6
72,N,6475,40,54029,95,-25,1,2,3,4,5,6
82,N,6476,40,54029,95,0,1,2,3,4,5,6
82,S,6479,40,54030,95,0,1,2,3,4,5,6
82,S,6480,40,54030,95,0,1,2,3,4,5,6
1356,N,6481,40,54030,225.9985,316.8564,1,2,3,4,5,6
82,N,6484,40,54031,95,0,1,2,3,4,5,6
1356,N,6485,40,54031,225.9985,316.8564,1,2,3,4,5,6
1356,N,6485,648,54031,225.9985,316.8564,1,2,3,4,5,6
82,S,6488,40,54032,95,0,1,2,3,4,5,6
82,S,6494,40,54034,95,0,1,2,3,4,5,6
82,S,6501,40,54035,95,0,1,2,3,4,5,6
82,N,6504,40,54036,95,0,1,2,3,4,5,6
1356,N,6505,40,54036,225.9985,316.8564,1,2,3,4,5,6
1356,N,6505,648,54036,225.9985,316.8564,1,2,3,4,5,6
82,S,6508,40,54037,95,0,1,2,3,4,5,6
1356,N,6509,40,54037,225.9985,316.8564,1,2,3,4,5,6
1356,N,6509,648,54037,225.9985,316.8564,1,2,3,4,5,6
82,N,6513,40,54039,95,0,1,2,3,4,5,6
1374,N,6514,40,54039,236.0189,323.1663,1,2,3,4,5,6
1374,N,6514,648,54039,236.0189,323.1663,1,2,3,4,5,6
82,S,6518,40,54040,95,0,1,2,3,4,5,6
1374,S,6519,40,54040,236.0189,323.1663,1,2,3,4,5,6
1374,S,6519,648,54040,236.0189,323.1663,1,2,3,4,5,6
82,N,6522,40,54041,95,0,1,2,3,4,5,6
82,N,6524,40,54041,95,0,1,2,3,4,5,6
82,S,6525,40,54041,95,0,1,2,3,4,5,6
82,S,6528,40,54047,95,0,1,2,3,4,5,6
82,S,6530,40,54047,95,0,1,2,3,4,5,6
82,N,6533,40,54048,95,0,1,2,3,4,5,6
82,N,6534,40,54048,95,0,1,2,3,4,5,6
82,S,6537,40,54049,95,0,1,2,3,4,5,6
82,S,6542,40,54050,95,0,1,2,3,4,5,6
82,S,6545,40,54050,95,0,1,2,3,4,5,6
82,N,6548,40,54051,95,0,1,2,3,4,5,6
82,N,6552,40,54052,95,0,1,2,3,4,5,6
82,S,6555,40,54053,95,0,1,2,3,4,5,6
82,S,6556,40,54053,95,0,1,2,3,4,5,6
82,N,6559,40,54054,95,0,1,2,3,4,5,6
82,N,6564,40,54055,95,0,1,2,3,4,5,6
82,N,6565,40,54055,95,0,1,2,3,4,5,6
82,S,6568,40,54056,95,0,1,2,3,4,5,6
82,S,6571,40,54057,95,0,1,2,3,4,5,6
1356,S,6572,40,54057,225.9985,316.8564,1,2,3,4,5,6
1356,S,6573,40,54057,225.9985,316.8564,1,2,3,4,5,6
1356,S,6573,42,54057,225.9985,316.8564,1,2,3,4,5,6
1356,S,6573,648,54057,225.9985,316.8564,1,2,3,4,5,6
1458,S,6574,40,54057,315.1389,328.784,1,2,3,4,5,6
1458,S,6574,648,54057,315.1389,328.784,1,2,3,4,5,6
82,N,6577,40,54058,95,0,1,2,3,4,5,6
82,S,6580,40,54059,95,0,1,2,3,4,5,6
1374,S,6581,40,54059,236.0189,323.1663,1,2,3,4,5,6
1374,S,6581,648,54059,236.0189,323.1663,1,2,3,4,5,6
82,N,6584,40,54060,95,0,1,2,3,4,5,6
1374,N,6585,40,54060,236.0189,323.1663,1,2,3,4,5,6
1374,N,6585,648,54060,236.0189,323.1663,1,2,3,4,5,6
82,S,6590,40,54061,95,0,1,2,3,4,5,6
1356,N,6591,41,54061,225.9985,316.8564,1,2,3,4,5,6
82,S,6592,40,54061,95,0,1,2,3,4,5,6
82,S,6596,40,54062,95,0,1,2,3,4,5,6
1406,S,6597,40,54062,261.8522,331.2409,1,2,3,4,5,6
1406,S,6597,648,54062,261.8522,331.2409,1,2,3,4,5,6
82,N,6600,40,54063,95,0,1,2,3,4,5,6
82,S,6604,40,54064,95,0,1,2,3,4,5,6
1406,N,6605,40,54064,261.8522,331.2409,1,2,3,4,5,6
1406,N,6605,648,54064,261.8522,331.2409,1,2,3,4,5,6
82,N,6609,40,54065,95,0,1,2,3,4,5,6
82,S,6615,40,54068,95,0,1,2,3,4,5,6
82,S,6618,40,54068,95,0,1,2,3,4,5,6
1406,S,6708,40,54138,261.8522,331.2409,1,2,3,4,5,6
1406,S,6708,648,54138,261.8522,331.2409,1,2,3,4,5,6
1374,S,6709,40,54138,236.0189,323.1663,1,2,3,4,5,6
1374,N,6727,40,54152,236.0189,323.1663,1,2,3,4,5,6
1406,N,6728,40,54152,261.8522,331.2409,1,2,3,4,5,6
1458,N,6749,40,54173,315.1389,328.784,1,2,3,4,5,6
1458,N,6749,648,54173,315.1389,328.784,1,2,3,4,5,6
205,N,6751,40,54173,32,35,1,2,3,4,5,6
34,N,6752,41,54173,95,60,1,2,3,4,5,6
37,S,6753,40,54173,95,67.5,1,2,3,4,5,6
1540,N,6781,40,54205,356.405,298.9362,1,2,3,4,5,6
205,N,6782,40,54205,32,35,1,2,3,4,5,6
10,S,6793,40,54210,95,0,1,2,3,4,5,6
205,N,6794,41,54210,32,35,1,2,3,4,5,6
1140,S,6850,40,54264,161.7436,44.7538,1,2,3,4,5,6
1140,S,6850,648,54264,161.7436,44.7538,1,2,3,4,5,6
301,N,6895,40,54329,127.8899,64.229,1,2,3,4,5,6
82,N,6920,42,54346,95,0,1,2,3,4,5,6
82,N,6921,40,54346,95,0,1,2,3,4,5,6
82,S,6933,40,54348,95,0,1,2,3,4,5,6
82,N,6934,40,54348,95,0,1,2,3,4,5,6
82,N,6947,40,54355,95,0,1,2,3,4,5,6
82,N,6951,40,54356,95,0,1,2,3,4,5,6
82,S,6955,40,54357,95,0,1,2,3,4,5,6
82,N,6958,40,54358,95,0,1,2,3,4,5,6
82,N,6961,40,54359,95,0,1,2,3,4,5,6
82,N,6962,40,54359,95,0,1,2,3,4,5,6
82,N,6963,40,54359,95,0,1,2,3,4,5,6
82,S,6964,40,54359,95,0,1,2,3,4,5,6
82,S,6976,40,54362,95,0,1,2,3,4,5,6
82,S,6981,40,54365,95,0,1,2,3,4,5,6
82,N,6982,40,54365,95,0,1,2,3,4,5,6
82,N,6985,40,54366,95,0,1,2,3,4,5,6
82,N,7003,40,54373,95,0,1,2,3,4,5,6
82,N,7006,40,54373,95,0,1,2,3,4,5,6
82,S,7013,40,54376,95,0,1,2,3,4,5,6
82,S,7016,40,54376,95,0,1,2,3,4,5,6
82,S,7018,40,54377,95,0,1,2,3,4,5,6
82,S,7024,40,54379,95,0,1,2,3,4,5,6
82,N,7033,40,54381,95,0,1,2,3,4,5,6
82,N,7034,40,54381,95,0,1,2,3,4,5,6
